index,name,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,,
270,elf-lord,S_HUMAN,8,12,10,20,-9,G_GENO | G_SGROUP | 2,"ATTK(AT_WEAP, AD_PHYS, 2, 4)","ATTK(AT_WEAP, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_ELF,350,MS_HUMANOID,MZ_HUMAN,MR_SLEEP,MR_SLEEP,M1_HUMANOID | M1_OMNIVORE | M1_SEE_INVIS,M2_ELF | M2_STRONG | M2_LORD | M2_MALE | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_BRIGHT_BLUE,"humans, including elves and were-critters",,
271,Elvenking,S_HUMAN,9,12,10,25,-10,G_GENO | 1,"ATTK(AT_WEAP, AD_PHYS, 2, 4)","ATTK(AT_WEAP, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_ELF,350,MS_HUMANOID,MZ_HUMAN,MR_SLEEP,MR_SLEEP,M1_HUMANOID | M1_OMNIVORE | M1_SEE_INVIS,M2_ELF | M2_STRONG | M2_PRINCE | M2_MALE | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,HI_LORD,"humans, including elves and were-critters",,
272,doppelganger,S_HUMAN,9,12,5,20,0,G_GENO | 1,"ATTK(AT_WEAP, AD_PHYS, 1, 12)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_IMITATE,MZ_HUMAN,MR_SLEEP,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_HOSTILE | M2_STRONG | M2_COLLECT| M2_SHAPESHIFTER,M3_INFRAVISIBLE,HI_DOMESTIC,"humans, including elves and were-critters",,
273,shopkeeper,S_HUMAN,12,18,0,50,0,,"ATTK(AT_WEAP, AD_PHYS, 4, 4)","ATTK(AT_WEAP, AD_PHYS, 4, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_SELL,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL| M2_STRONG | M2_COLLECT | M2_MAGIC,M3_INFRAVISIBLE,HI_DOMESTIC,"humans, including elves and were-critters",,
274,guard,S_HUMAN,12,12,10,40,10,,"ATTK(AT_WEAP, AD_PHYS, 4, 10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_GUARD,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_MERC | M2_PEACEFUL | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,CLR_BLUE,"humans, including elves and were-critters",,
275,prisoner,S_HUMAN,12,12,10,0,0,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_DJINNI,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE | M3_CLOSE,HI_DOMESTIC,"humans, including elves and were-critters",for special levels,
276,Oracle,S_HUMAN,12,0,0,50,0,G_NOGEN | G_UNIQ,"ATTK(AT_NONE, AD_MAGM, 0, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_ORACLE,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL | M2_FEMALE,M3_INFRAVISIBLE,HI_ZAP,"humans, including elves and were-critters",,
277,aligned priest,S_HUMAN,12,12,10,50,0,,"ATTK(AT_WEAP, AD_PHYS, 4, 10)","ATTK(AT_KICK, AD_PHYS, 1, 4)","ATTK(AT_MAGC, AD_CLRC, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_PRIEST,MZ_HUMAN,MR_ELEC,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_LORD | M2_PEACEFUL | M2_COLLECT,M3_INFRAVISIBLE,CLR_WHITE,"humans, including elves and were-critters",aligned priests always have the epri extension attached; individual instantiations should always have either ispriest or isminion set,
278,high priest,S_HUMAN,25,15,7,70,0,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 4, 10)","ATTK(AT_KICK, AD_PHYS, 2, 8)","ATTK(AT_MAGC, AD_CLRC, 2, 8)","ATTK(AT_MAGC, AD_CLRC, 2, 8)",NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_PRIEST,MZ_HUMAN,MR_FIRE | MR_ELEC | MR_SLEEP | MR_POISON,,M1_HUMANOID | M1_SEE_INVIS | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_MINION | M2_PRINCE | M2_NASTY | M2_COLLECT| M2_MAGIC,M3_INFRAVISIBLE,CLR_WHITE,"humans, including elves and were-critters",high priests always have epri and always have ispriest set,
279,soldier,S_HUMAN,6,10,10,0,-2,G_SGROUP | G_GENO | 1,"ATTK(AT_WEAP, AD_PHYS, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_SOLDIER,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_MERC | M2_STALK| M2_HOSTILE | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,CLR_GRAY,"humans, including elves and were-critters",,
280,sergeant,S_HUMAN,8,10,10,5,-3,G_SGROUP | G_GENO | 1,"ATTK(AT_WEAP, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_SOLDIER,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_MERC | M2_STALK| M2_HOSTILE | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,CLR_RED,"humans, including elves and were-critters",,
281,nurse,S_HUMAN,11,6,0,0,0,G_GENO | 3,"ATTK(AT_CLAW, AD_HEAL, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_NURSE,MZ_HUMAN,MR_POISON,MR_POISON,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_HOSTILE,M3_INFRAVISIBLE,HI_DOMESTIC,"humans, including elves and were-critters",,
282,lieutenant,S_HUMAN,10,10,10,15,-4,G_GENO | 1,"ATTK(AT_WEAP, AD_PHYS, 3, 4)","ATTK(AT_WEAP, AD_PHYS, 3, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_SOLDIER,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_MERC | M2_STALK| M2_HOSTILE | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,CLR_GREEN,"humans, including elves and were-critters",,
283,captain,S_HUMAN,12,10,10,15,-5,G_GENO | 1,"ATTK(AT_WEAP, AD_PHYS, 4, 4)","ATTK(AT_WEAP, AD_PHYS, 4, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_SOLDIER,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_MERC | M2_STALK| M2_HOSTILE | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,CLR_BLUE,"humans, including elves and were-critters",,
284,watchman,S_HUMAN,6,10,10,0,-2,G_SGROUP | G_NOGEN | G_GENO | 1,"ATTK(AT_WEAP, AD_PHYS, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_SOLDIER,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_MERC | M2_STALK| M2_PEACEFUL | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,CLR_GRAY,"humans, including elves and were-critters",,
285,watch captain,S_HUMAN,10,10,10,15,-4,G_NOGEN | G_GENO | 1,"ATTK(AT_WEAP, AD_PHYS, 3, 4)","ATTK(AT_WEAP, AD_PHYS, 3, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_SOLDIER,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_MERC | M2_STALK| M2_PEACEFUL | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,CLR_GREEN,"humans, including elves and were-critters",,
286,Medusa,S_HUMAN,20,12,2,50,-15,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 2, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 8)","ATTK(AT_GAZE, AD_STON, 0, 0)","ATTK(AT_BITE, AD_DRST, 1, 6)",NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HISS,MZ_LARGE,MR_POISON | MR_STONE,MR_POISON | MR_STONE,M1_FLY | M1_SWIM | M1_AMPHIBIOUS | M1_HUMANOID| M1_POIS | M1_OMNIVORE,M2_NOPOLY | M2_HOSTILE | M2_STRONG | M2_PNAME | M2_FEMALE,M3_WAITFORU | M3_INFRAVISIBLE,CLR_BRIGHT_GREEN,Unique humans not tied to quests.,,
287,Wizard of Yendor,S_HUMAN,30,12,-8,100,A_NONE,G_NOGEN | G_UNIQ,"ATTK(AT_CLAW, AD_SAMU, 2, 12)","ATTK(AT_MAGC, AD_SPEL, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_CUSS,MZ_HUMAN,MR_FIRE | MR_POISON,MR_FIRE | MR_POISON,M1_FLY | M1_BREATHLESS | M1_HUMANOID | M1_REGEN | M1_SEE_INVIS| M1_TPORT | M1_TPORT_CNTRL | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_HOSTILE | M2_STRONG | M2_NASTY | M2_PRINCE| M2_MALE | M2_MAGIC,M3_COVETOUS | M3_WAITFORU | M3_INFRAVISIBLE,HI_LORD,Unique humans not tied to quests.,,
288,Croesus,S_HUMAN,20,15,0,40,15,G_UNIQ | G_NOGEN,"ATTK(AT_WEAP, AD_PHYS, 4, 10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_GUARD,MZ_HUMAN,,,M1_HUMANOID | M1_SEE_INVIS | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STALK | M2_HOSTILE | M2_STRONG | M2_NASTY| M2_PNAME | M2_PRINCE | M2_MALE | M2_GREEDY | M2_JEWELS| M2_COLLECT | M2_MAGIC,M3_INFRAVISIBLE,HI_LORD,Unique humans not tied to quests.,,
289,Charon,S_HUMAN,76,18,-5,120,0,G_HELL | G_NOCORPSE | G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 1, 8)","ATTK(AT_TUCH, AD_PLYS, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_FERRY,MZ_HUMAN,MR_FIRE | MR_COLD | MR_POISON | MR_STONE,,M1_BREATHLESS | M1_SEE_INVIS | M1_HUMANOID,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL | M2_PNAME | M2_MALE | M2_GREEDY| M2_COLLECT,M3_INFRAVISIBLE,CLR_WHITE,Unique humans not tied to quests.,#ifdef CHARON,
290,ghost,S_GHOST,10,3,-5,50,-5,G_NOCORPSE | G_NOGEN,"ATTK(AT_TUCH, AD_PHYS, 1, 1)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,0,MS_SILENT,MZ_HUMAN,MR_COLD | MR_DISINT | MR_SLEEP | MR_POISON | MR_STONE,,M1_FLY | M1_BREATHLESS | M1_WALLWALK | M1_HUMANOID | M1_UNSOLID,M2_NOPOLY | M2_UNDEAD | M2_STALK | M2_HOSTILE,M3_INFRAVISION,CLR_GRAY,ghosts,,
291,shade,S_GHOST,12,10,10,0,0,G_NOCORPSE | G_NOGEN,"ATTK(AT_TUCH, AD_PLYS, 2, 6)","ATTK(AT_TUCH, AD_SLOW, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,0,MS_WAIL,MZ_HUMAN,MR_COLD | MR_DISINT | MR_SLEEP | MR_POISON | MR_STONE,,M1_FLY | M1_BREATHLESS | M1_WALLWALK | M1_HUMANOID | M1_UNSOLID| M1_SEE_INVIS,M2_NOPOLY | M2_UNDEAD | M2_WANDER | M2_STALK | M2_HOSTILE | M2_NASTY,M3_INFRAVISION,CLR_BLACK,ghosts,,
292,water demon,S_DEMON,8,12,-4,30,-7,G_NOCORPSE | G_NOGEN,"ATTK(AT_WEAP, AD_PHYS, 1, 3)","ATTK(AT_CLAW, AD_PHYS, 1, 3)","ATTK(AT_BITE, AD_PHYS, 1, 3)",NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_DJINNI,MZ_HUMAN,MR_FIRE | MR_POISON,,M1_HUMANOID | M1_POIS | M1_SWIM,M2_NOPOLY | M2_DEMON | M2_STALK | M2_HOSTILE | M2_NASTY | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_BLUE,(major) demons: standard demons & devils,,
293,succubus,S_DEMON,6,12,0,70,-9,G_NOCORPSE | 1,SEDUCTION_ATTACKS_YES,,,,,,WT_HUMAN,400,MS_SEDUCE,MZ_HUMAN,MR_FIRE | MR_POISON,,M1_HUMANOID | M1_FLY | M1_POIS,M2_DEMON | M2_STALK | M2_HOSTILE | M2_NASTY | M2_FEMALE,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_GRAY,(major) demons: standard demons & devils,,
294,horned devil,S_DEMON,6,9,-5,50,11,G_HELL | G_NOCORPSE | 2,"ATTK(AT_WEAP, AD_PHYS, 1, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_BITE, AD_PHYS, 2, 3)","ATTK(AT_STNG, AD_PHYS, 1, 3)",NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_SILENT,MZ_HUMAN,MR_FIRE | MR_POISON,,M1_POIS | M1_THICK_HIDE,M2_DEMON | M2_STALK | M2_HOSTILE | M2_NASTY,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_BROWN,(major) demons: standard demons & devils,,
295,incubus,S_DEMON,6,12,0,70,-9,G_NOCORPSE | 1,SEDUCTION_ATTACKS_YES,,,,,,WT_HUMAN,400,MS_SEDUCE,MZ_HUMAN,MR_FIRE | MR_POISON,,M1_HUMANOID | M1_FLY | M1_POIS,M2_DEMON | M2_STALK | M2_HOSTILE | M2_NASTY | M2_MALE,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_GRAY,(major) demons: standard demons & devils,,
296,erinys,S_DEMON,7,12,2,30,10,G_HELL | G_NOCORPSE | G_SGROUP | 2,"ATTK(AT_WEAP, AD_DRST, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_SILENT,MZ_HUMAN,MR_FIRE | MR_POISON,,M1_HUMANOID | M1_POIS,M2_NOPOLY | M2_DEMON | M2_STALK | M2_HOSTILE | M2_STRONG | M2_NASTY| M2_FEMALE | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_RED,(major) demons: standard demons & devils,"Used by AD&D for a type of demon, originally one of the Furies and spelled this way",
297,barbed devil,S_DEMON,8,12,0,35,8,G_HELL | G_NOCORPSE | G_SGROUP | 2,"ATTK(AT_CLAW, AD_PHYS, 2, 4)","ATTK(AT_CLAW, AD_PHYS, 2, 4)","ATTK(AT_STNG, AD_PHYS, 3, 4)",NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_SILENT,MZ_HUMAN,MR_FIRE | MR_POISON,,M1_POIS | M1_THICK_HIDE,M2_DEMON | M2_STALK | M2_HOSTILE | M2_NASTY,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_RED,(major) demons: standard demons & devils,,
298,marilith,S_DEMON,7,12,-6,80,-12,G_HELL | G_NOCORPSE | 1,"ATTK(AT_WEAP, AD_PHYS, 2, 4)","ATTK(AT_WEAP, AD_PHYS, 2, 4)","ATTK(AT_CLAW, AD_PHYS, 2, 4)","ATTK(AT_CLAW, AD_PHYS, 2, 4)","ATTK(AT_CLAW, AD_PHYS, 2, 4)","ATTK(AT_CLAW, AD_PHYS, 2, 4)",WT_HUMAN,400,MS_CUSS,MZ_LARGE,MR_FIRE | MR_POISON,,M1_HUMANOID | M1_SLITHY | M1_SEE_INVIS | M1_POIS,M2_DEMON | M2_STALK | M2_HOSTILE | M2_NASTY | M2_FEMALE | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_RED,(major) demons: standard demons & devils,,
299,vrock,S_DEMON,8,12,0,50,-9,G_HELL | G_NOCORPSE | G_SGROUP | 2,"ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 8)","ATTK(AT_CLAW, AD_PHYS, 1, 8)","ATTK(AT_BITE, AD_PHYS, 1, 6)",NO_ATTK,WT_HUMAN,400,MS_SILENT,MZ_LARGE,MR_FIRE | MR_POISON,,M1_POIS,M2_DEMON | M2_STALK | M2_HOSTILE | M2_NASTY,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_RED,(major) demons: standard demons & devils,,
300,hezrou,S_DEMON,9,6,-2,55,-10,G_HELL | G_NOCORPSE | G_SGROUP | 2,"ATTK(AT_CLAW, AD_PHYS, 1, 3)","ATTK(AT_CLAW, AD_PHYS, 1, 3)","ATTK(AT_BITE, AD_PHYS, 4, 4)",NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_SILENT,MZ_LARGE,MR_FIRE | MR_POISON,,M1_HUMANOID | M1_POIS,M2_DEMON | M2_STALK | M2_HOSTILE | M2_NASTY,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_RED,(major) demons: standard demons & devils,,
301,bone devil,S_DEMON,9,15,-1,40,-9,G_HELL | G_NOCORPSE | G_SGROUP | 2,"ATTK(AT_WEAP, AD_PHYS, 3, 4)","ATTK(AT_STNG, AD_DRST, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_SILENT,MZ_LARGE,MR_FIRE | MR_POISON,,M1_POIS,M2_DEMON | M2_STALK | M2_HOSTILE | M2_NASTY | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_GRAY,(major) demons: standard demons & devils,,
302,ice devil,S_DEMON,11,6,-4,55,-12,G_HELL | G_NOCORPSE | 2,"ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_BITE, AD_PHYS, 2, 4)","ATTK(AT_STNG, AD_COLD, 3, 4)",NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_SILENT,MZ_LARGE,MR_FIRE | MR_COLD | MR_POISON,,M1_SEE_INVIS | M1_POIS,M2_DEMON | M2_STALK | M2_HOSTILE | M2_NASTY,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_WHITE,(major) demons: standard demons & devils,,
303,nalfeshnee,S_DEMON,11,9,-1,65,-11,G_HELL | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_BITE, AD_PHYS, 2, 4)","ATTK(AT_MAGC, AD_SPEL, 0, 0)",NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_SPELL,MZ_LARGE,MR_FIRE | MR_POISON,,M1_HUMANOID | M1_POIS,M2_DEMON | M2_STALK | M2_HOSTILE | M2_NASTY,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_RED,(major) demons: standard demons & devils,,
304,pit fiend,S_DEMON,13,6,-3,65,-13,G_HELL | G_NOCORPSE | 2,"ATTK(AT_WEAP, AD_PHYS, 4, 2)","ATTK(AT_WEAP, AD_PHYS, 4, 2)","ATTK(AT_HUGS, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_GROWL,MZ_LARGE,MR_FIRE | MR_POISON,,M1_SEE_INVIS | M1_POIS,M2_DEMON | M2_STALK | M2_HOSTILE | M2_NASTY | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_RED,(major) demons: standard demons & devils,,
305,sandestin,S_DEMON,13,12,4,60,-5,G_HELL | G_NOCORPSE | 1,"ATTK(AT_WEAP, AD_PHYS, 2, 6)","ATTK(AT_WEAP, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,400,MS_CUSS,MZ_HUMAN,MR_STONE,,M1_HUMANOID,M2_NOPOLY | M2_STALK | M2_STRONG | M2_COLLECT | M2_SHAPESHIFTER,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_GRAY,(major) demons: standard demons & devils,,
306,balrog,S_DEMON,16,5,-2,75,-14,G_HELL | G_NOCORPSE | 1,"ATTK(AT_WEAP, AD_PHYS, 8, 4)","ATTK(AT_WEAP, AD_PHYS, 4, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_SILENT,MZ_LARGE,MR_FIRE | MR_POISON,,M1_FLY | M1_SEE_INVIS | M1_POIS,M2_DEMON | M2_STALK | M2_HOSTILE | M2_STRONG | M2_NASTY | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_RED,(major) demons: standard demons & devils,,
307,Juiblex,S_DEMON,50,3,-7,65,-15,G_HELL | G_NOCORPSE | G_NOGEN | G_UNIQ,"ATTK(AT_ENGL, AD_DISE, 4, 10)","ATTK(AT_SPIT, AD_ACID, 3, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,0,MS_GURGLE,MZ_LARGE,MR_FIRE | MR_POISON | MR_ACID | MR_STONE,,M1_AMPHIBIOUS | M1_AMORPHOUS | M1_NOHEAD | M1_FLY | M1_SEE_INVIS| M1_ACID | M1_POIS,M2_NOPOLY | M2_DEMON | M2_STALK | M2_HOSTILE | M2_PNAME | M2_NASTY| M2_LORD | M2_MALE,M3_WAITFORU | M3_WANTSAMUL | M3_INFRAVISION,CLR_BRIGHT_GREEN,(major) demons: Named demon lords & princes plus Arch-Devils.,,
308,Yeenoghu,S_DEMON,56,18,-5,80,-15,G_HELL | G_NOCORPSE | G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 3, 6)","ATTK(AT_WEAP, AD_CONF, 2, 8)","ATTK(AT_CLAW, AD_PLYS, 1, 6)","ATTK(AT_MAGC, AD_MAGM, 2, 6)",NO_ATTK,NO_ATTK,900,500,MS_ORC,MZ_LARGE,MR_FIRE | MR_POISON,,M1_FLY | M1_SEE_INVIS | M1_POIS,M2_NOPOLY | M2_DEMON | M2_STALK | M2_HOSTILE | M2_PNAME | M2_NASTY| M2_LORD | M2_MALE | M2_COLLECT,M3_WANTSAMUL | M3_INFRAVISIBLE | M3_INFRAVISION,HI_LORD,(major) demons: Named demon lords & princes plus Arch-Devils.,,
309,Orcus,S_DEMON,66,9,-6,85,-20,G_HELL | G_NOCORPSE | G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 3, 6)","ATTK(AT_CLAW, AD_PHYS, 3, 4)","ATTK(AT_CLAW, AD_PHYS, 3, 4)","ATTK(AT_MAGC, AD_SPEL, 8, 6)","ATTK(AT_STNG, AD_DRST, 2, 4)",NO_ATTK,1500,500,MS_ORC,MZ_HUGE,MR_FIRE | MR_POISON,,M1_FLY | M1_SEE_INVIS | M1_POIS,M2_NOPOLY | M2_DEMON | M2_STALK | M2_HOSTILE | M2_PNAME | M2_NASTY| M2_PRINCE | M2_MALE | M2_COLLECT,M3_WAITFORU | M3_WANTSBOOK | M3_WANTSAMUL | M3_INFRAVISIBLE| M3_INFRAVISION,HI_LORD,(major) demons: Named demon lords & princes plus Arch-Devils.,,
310,Geryon,S_DEMON,72,3,-3,75,15,G_HELL | G_NOCORPSE | G_NOGEN | G_UNIQ,"ATTK(AT_CLAW, AD_PHYS, 3, 6)","ATTK(AT_CLAW, AD_PHYS, 3, 6)","ATTK(AT_STNG, AD_DRST, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_BRIBE,MZ_HUGE,MR_FIRE | MR_POISON,,M1_FLY | M1_SEE_INVIS | M1_POIS | M1_SLITHY,M2_NOPOLY | M2_DEMON | M2_STALK | M2_HOSTILE | M2_PNAME | M2_NASTY| M2_PRINCE | M2_MALE,M3_WANTSAMUL | M3_INFRAVISIBLE | M3_INFRAVISION,HI_LORD,(major) demons: Named demon lords & princes plus Arch-Devils.,,
311,Dispater,S_DEMON,78,15,-2,80,15,G_HELL | G_NOCORPSE | G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 4, 6)","ATTK(AT_MAGC, AD_SPEL, 6, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_BRIBE,MZ_HUMAN,MR_FIRE | MR_POISON,,M1_FLY | M1_SEE_INVIS | M1_POIS | M1_HUMANOID,M2_NOPOLY | M2_DEMON | M2_STALK | M2_HOSTILE | M2_PNAME | M2_NASTY| M2_PRINCE | M2_MALE | M2_COLLECT,M3_WANTSAMUL | M3_INFRAVISIBLE | M3_INFRAVISION,HI_LORD,(major) demons: Named demon lords & princes plus Arch-Devils.,,
312,Baalzebub,S_DEMON,89,9,-5,85,20,G_HELL | G_NOCORPSE | G_NOGEN | G_UNIQ,"ATTK(AT_BITE, AD_DRST, 2, 6)","ATTK(AT_GAZE, AD_STUN, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_BRIBE,MZ_LARGE,MR_FIRE | MR_POISON,,M1_FLY | M1_SEE_INVIS | M1_POIS,M2_NOPOLY | M2_DEMON | M2_STALK | M2_HOSTILE | M2_PNAME | M2_NASTY| M2_PRINCE | M2_MALE,M3_WANTSAMUL | M3_WAITFORU | M3_INFRAVISIBLE | M3_INFRAVISION,HI_LORD,(major) demons: Named demon lords & princes plus Arch-Devils.,,
313,Asmodeus,S_DEMON,105,12,-7,90,20,G_HELL | G_NOCORPSE | G_NOGEN | G_UNIQ,"ATTK(AT_CLAW, AD_PHYS, 4, 4)","ATTK(AT_MAGC, AD_COLD, 6, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_BRIBE,MZ_HUGE,MR_FIRE | MR_COLD | MR_POISON,,M1_FLY | M1_SEE_INVIS | M1_HUMANOID | M1_POIS,M2_NOPOLY | M2_DEMON | M2_STALK | M2_HOSTILE | M2_PNAME | M2_STRONG| M2_NASTY | M2_PRINCE | M2_MALE,M3_WANTSAMUL | M3_WAITFORU | M3_INFRAVISIBLE | M3_INFRAVISION,HI_LORD,(major) demons: Named demon lords & princes plus Arch-Devils.,,
